Station,Latitude,Longitude,Chlmedian,Chlabovet,Condmed,Condabovet,DOmedian,DObelowt,TPmedian,TPabovet,Nitmed,Nitabovet,JAMeanTemp,NHN_TWS,TWS_NAME,OCEANBAS,ON_QWS,NAME
8002200702,43.42774,-81.52283,,,,,,,,,,,18.85,02FF,Ausable,Atlantic Ocean,02FF-07,Black Creek - Ausable River
8002201002,43.18091,-81.44766,,,,,,,,,,,25.17,02FF,Ausable,Atlantic Ocean,02FF-05,Little Ausable River - Ausable River
8002201202,43.18501,-81.72902,,,,,,,,,,,23.21,02FF,Ausable,Atlantic Ocean,02FF-08,Parkhill Creek
8002201602,43.36212,-81.50945,,,,,,,,,,,21.17,02FF,Ausable,Atlantic Ocean,02FF-07,Black Creek - Ausable River
8002201902,43.18533,-81.85668,,,,,,,,,,,21.09,02FF,Ausable,Atlantic Ocean,02FF-01,Old Ausable Channel - Ausable River
8002202002,43.07237,-81.66026,,,,,,,,,,,25.50,02FF,Ausable,Atlantic Ocean,02FF-03,Adelaide Creek - Ausable River
8004000202,43.53778,-81.40662,,,,,,,,,,,22.02,02FF,Ausable,Atlantic Ocean,02FF-02,Bayfield River
8004000802,43.55072,-81.58937,,,,,,,,,,,21.86,02FF,Ausable,Atlantic Ocean,02FF-02,Bayfield River
8005600202,43.74887,-81.44592,,,,,,,,,,,19.43,02FE,Maitland,Atlantic Ocean,02FE-02,Blyth Brook - Maitland River
8005600302,43.89550,-81.35350,,,,,,,,,,,22.41,02FE,Maitland,Atlantic Ocean,02FE-02,Blyth Brook - Maitland River
8005600902,43.73037,-81.02807,,,,,,,,,,,22.58,02FE,Maitland,Atlantic Ocean,02FE-05,Boyle Drain - Middle Maitland River
8005602002,43.69298,-81.09216,,,,,,,,,,,21.43,02FE,Maitland,Atlantic Ocean,02FE-05,Boyle Drain - Middle Maitland River
8005603502,43.79870,-81.16987,,,,,,,,,,,19.99,02FE,Maitland,Atlantic Ocean,02FE-07,Little Maitland River
8005603702,43.68462,-81.54090,,,,,,,,,,,22.09,02FE,Maitland,Atlantic Ocean,02FE-06,South Maitland River Outlet
8005603802,43.88730,-81.28257,,,,,,,,,,,21.04,02FE,Maitland,Atlantic Ocean,02FE-04,Wingham - Maitland River
8005603902,43.84005,-81.32055,,,,,,,,,,,21.09,02FE,Maitland,Atlantic Ocean,02FE-03,Middle Maitland River Outlet
8005604102,43.70444,-81.24871,,,,,,,,,,,19.05,02FE,Maitland,Atlantic Ocean,02FE-03,Middle Maitland River Outlet
8012300202,44.13468,-81.15386,,,,,,,,,,,22.32,02FC,Saugeen,Atlantic Ocean,02FC-02,Vesta Creek - Saugeen River
8012303002,44.45610,-81.32604,,,,,,,,,,,22.66,02FC,Saugeen,Atlantic Ocean,02FC-01,Saugeen River Outlet
8012304402,44.15257,-81.28637,,,,,,,,,,,21.21,02FC,Saugeen,Atlantic Ocean,02FC-06,Teeswater River Outlet
8012304802,44.03543,-80.58141,,,,,,,,,,,22.36,02FC,Saugeen,Atlantic Ocean,02FC-10,Mount Forest Dam - South Saugeen River
8012305002,44.13098,-80.96737,,,,,,,,,,,22.57,02FC,Saugeen,Atlantic Ocean,02FC-12,Beatty Saugeen River
8012305102,44.09853,-80.98513,,,,,,,,,,,23.35,02FC,Saugeen,Atlantic Ocean,02FC-04,South Saugeen River Outlet
8012305202,44.24720,-80.46003,,,,,,,,,,,21.53,02FC,Saugeen,Atlantic Ocean,02FC-09,Upper Durham Dam - Saugeen River
8012305302,44.21263,-80.86270,,,,,,,,,,,20.24,02FC,Saugeen,Atlantic Ocean,02FC-11,Rocky Saugeen River
8012305602,44.41530,-81.38327,,,,,,,,,,,22.69,02FC,Saugeen,Atlantic Ocean,02FC-01,Saugeen River Outlet
8012305702,44.18581,-80.78749,,,,,,,,,,,19.96,02FC,Saugeen,Atlantic Ocean,02FC-09,Upper Durham Dam - Saugeen River
8012305802,44.33514,-80.97633,,,,,,,,,,,20.33,02FC,Saugeen,Atlantic Ocean,02FC-13,North Saugeen River
8012305902,44.31874,-81.24326,,,,,,,,,,,24.10,02FC,Saugeen,Atlantic Ocean,02FC-13,North Saugeen River
8013500302,44.67718,-81.25546,,,,,,,,,,,21.82,02FA,Bruce Peninsula,Atlantic Ocean,02FA-01,Sauble River Outlet
8013500502,44.53530,-81.17766,,,,,,,,,,,24.42,02FA,Bruce Peninsula,Atlantic Ocean,02FA-01,Sauble River Outlet
8013500602,44.64474,-81.18540,,,,,,,,,,,16.36,02FA,Bruce Peninsula,Atlantic Ocean,02FA-01,Sauble River Outlet
83002,43.73687,-79.62832,188.0,YES,,,9.72,NO,,,,,23.18,02HC,Humber - Don,Atlantic Ocean,02HC-03,West Humber River
83004,43.79807,-79.58106,134.0,YES,,,11.26,NO,,,,,20.35,02HC,Humber - Don,Atlantic Ocean,02HC-05,East Humber River
83009,43.88810,-79.71796,,,,,11.23,NO,,,,,14.85,02HC,Humber - Don,Atlantic Ocean,02HC-02,Black Creek - Humber River Outlet
83012,43.67485,-79.50532,369.0,YES,,,12.33,NO,,,,,21.89,02HC,Humber - Don,Atlantic Ocean,02HC-02,Black Creek - Humber River Outlet
83018,43.92614,-79.80321,,,,,10.36,NO,,,,,19.06,02HC,Humber - Don,Atlantic Ocean,02HC-04,Bolton Dam - Humber River
83019,43.65144,-79.49133,,,,,11.82,NO,,,,,23.55,02HC,Humber - Don,Atlantic Ocean,02HC-02,Black Creek - Humber River Outlet
83020,43.81158,-79.62751,60.6,NO,,,10.63,NO,,,,,21.21,02HC,Humber - Don,Atlantic Ocean,02HC-02,Black Creek - Humber River Outlet
83103,43.75824,-79.67844,,,,,10.88,NO,,,,,21.36,02HC,Humber - Don,Atlantic Ocean,02HC-03,West Humber River
83104,43.92418,-79.83452,,,,,10.31,NO,,,,,18.86,02HC,Humber - Don,Atlantic Ocean,02HC-04,Bolton Dam - Humber River
85003,43.80313,-79.39688,221.0,YES,,,11.06,NO,,,,,19.50,02HC,Humber - Don,Atlantic Ocean,02HC-06,Don River
85004,43.80387,-79.48313,412.5,YES,,,10.95,NO,,,,,21.32,02HC,Humber - Don,Atlantic Ocean,02HC-06,Don River
85014,43.68847,-79.36214,,,,,11.43,NO,,,,,21.56,02HC,Humber - Don,Atlantic Ocean,02HC-06,Don River
9000100402,43.20035,-79.82013,311.5,YES,1715.0,YES,10.96,NO,0.067,YES,,,19.04,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
9000100502,43.23246,-79.78475,278.0,YES,1520.0,YES,12.77,NO,0.027,NO,,,24.08,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
9000800502,43.26519,-79.96423,83.6,NO,814.0,YES,10.14,NO,0.033,YES,,,21.15,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
9000800602,43.28300,-80.05309,58.2,NO,710.0,YES,9.93,NO,0.040,YES,,,22.01,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
9000800702,43.35304,-80.07795,52.1,NO,683.0,YES,8.50,NO,0.018,NO,,,21.14,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
9000902402,43.30128,-79.86887,113.5,NO,891.0,YES,10.59,NO,0.038,YES,,,20.40,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
97003,43.85846,-79.23325,216.5,YES,,,11.32,NO,,,,,22.92,02HC,Humber - Don,Atlantic Ocean,02HC-07,Rouge River
97007,43.85933,-79.20442,113.0,NO,,,11.36,NO,,,,,21.87,02HC,Humber - Don,Atlantic Ocean,02HC-07,Rouge River
97011,43.81086,-79.15978,,,,,11.55,NO,,,,,22.76,02HC,Humber - Don,Atlantic Ocean,02HC-07,Rouge River
97013,43.81368,-79.15677,117.5,NO,,,11.29,NO,,,,,22.28,02HC,Humber - Don,Atlantic Ocean,02HC-07,Rouge River
97018,43.89673,-79.32307,,,,,11.38,NO,,,,,19.04,02HC,Humber - Don,Atlantic Ocean,02HC-07,Rouge River
97777,43.85230,-79.33012,303.0,YES,,,8.83,NO,,,,,20.41,02HC,Humber - Don,Atlantic Ocean,02HC-07,Rouge River
97999,43.91468,-79.24897,108.0,NO,,,10.33,NO,,,,,20.10,02HC,Humber - Don,Atlantic Ocean,02HC-07,Rouge River
BALSAM LAKE N Bay Rocky Pt.,44.63306,-78.83944,6.3,NO,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-01,Cameron Lake Dam - Fenelon River
BALSAM LAKE NE end-Lightning Pt,44.63000,-78.81194,6.5,NO,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-01,Cameron Lake Dam - Fenelon River
BALSAM LAKE South B-Killarney B,44.51833,-78.85833,7.1,NO,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-01,Cameron Lake Dam - Fenelon River
Bayside Narrows,44.11692,-77.47676,,,,,,,0.020,NO,,,0.00,0209,,Atlantic Ocean,029C-02,Telegraph Narrows - Bay of Quinte
BELWOOD LAKE Mid north/west end,43.77806,-80.33750,14.9,NO,,,,,,,,,0.00,02GA,Upper Grand,Atlantic Ocean,02GA-08,Lake Belwood - Grand River
BUCKHORN LAKE (U) Narrows-redbuoy C310,44.55167,-78.34667,12.3,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-02,Burleigh Falls Dam - Lower Buckhorn Lake
Cootes Paradise - Boathouse Bay,43.28323,-79.89688,,,,,8.23,NO,,,,,0.00,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Cootes Paradise - Chedoke Bay,43.27424,-79.89559,,,931.0,YES,4.22,YES,,,,,24.96,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Cootes Paradise - East End,43.27922,-79.89738,,,796.0,YES,8.18,NO,,,,,24.24,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Cootes Paradise - Mid Marsh,43.27480,-79.90676,,,809.0,YES,7.98,NO,0.077,YES,,,23.85,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Cootes Paradise - West End,43.27274,-79.91481,,,849.0,YES,7.30,NO,0.055,YES,,,24.11,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Cootes Paradise - West Pond,43.27055,-79.93032,,,1071.0,YES,7.76,NO,,,,,23.75,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Cootes Paradise - Westdale Inlet,43.27096,-79.90401,,,884.0,YES,6.18,NO,,,,,24.12,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
CRL-1,44.77857,-78.71648,,,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-02,Goose Lake - Burnt River
CRL-2,44.77691,-78.71213,,,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-02,Goose Lake - Burnt River
CRL-3,44.77678,-78.70552,,,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-02,Goose Lake - Burnt River
CRL-4,44.77077,-78.71899,,,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-02,Goose Lake - Burnt River
CRL-5,44.77220,-78.71232,,,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-02,Goose Lake - Burnt River
Dead Creek Mouth,44.06834,-77.58557,,,,,,,0.019,NO,,,0.00,0209,,Atlantic Ocean,029C-02,Telegraph Narrows - Bay of Quinte
DM 6.0,43.70311,-79.33222,396.5,YES,,,11.30,NO,,,,,20.08,02HC,Humber - Don,Atlantic Ocean,02HC-06,Don River
DN008WM,43.79950,-79.38084,260.0,YES,,,11.47,NO,,,,,19.89,02HC,Humber - Don,Atlantic Ocean,02HC-06,Don River
DRAG RIVER Drag River-ScottsDam,44.93444,-78.63333,6.7,NO,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-07,Drag River
Grindstone Marsh - Carolls Bay,43.28863,-79.88716,,,748.0,YES,7.76,NO,,,,,24.02,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Grindstone Marsh - Long Pond,43.29211,-79.88766,,,1209.0,YES,7.64,NO,,,,,25.20,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Grindstone Marsh - Sunfish Pond,43.29030,-79.88586,,,,,8.20,NO,,,,,0.00,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-01,Burlington Canal - Hamilton Harbour
Hay Bay Mouth,44.09333,-77.07167,,,,,,,0.034,YES,,,0.00,0209,,Atlantic Ocean,029C-01,Aldophus Reach - Bay of Quinte
HU010WM,43.74678,-79.57243,109.0,NO,,,12.04,NO,,,,,22.62,02HC,Humber - Don,Atlantic Ocean,02HC-02,Black Creek - Humber River Outlet
HU1RWMP,43.77835,-79.52523,586.5,YES,,,10.53,NO,,,,,19.75,02HC,Humber - Don,Atlantic Ocean,02HC-02,Black Creek - Humber River Outlet
KASHAGAWIGAMOG LAKE S/W end nr Ingoldsby,44.96361,-78.62417,6.1,NO,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-07,Drag River
KASHAGAWIGAMOG LAKE StnA-S-end Puffers Is.,44.97194,-78.61139,6.0,NO,,,,,,,,,0.00,02HF,Gull,Atlantic Ocean,02HF-07,Drag River
KATCHEWANOOKA LAKE S/E Douglas Island,44.46667,-78.24889,10.8,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-01,Stony Lake - Katchewanooka Lake
KATCHEWANOOKA LAKE Young Pt near locks,44.48222,-78.23806,10.6,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-01,Stony Lake - Katchewanooka Lake
Lake Scugog:Port Perry Marina near Palmer Park,44.10609,-78.94074,,,427.0,NO,7.00,NO,,,,,0.00,02HG,Scugog,Atlantic Ocean,02HG-01,Lake Scugog - Scugog River
Little Etob CK,43.61021,-79.56848,568.5,YES,,,11.25,NO,,,,,20.88,02HC,Humber - Don,Atlantic Ocean,02HC-01,Etobicoke Creek
LITTLE LONG LAKE Deep spot,44.68333,-78.14722,0.4,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-09,Deer Bay Creek
LOVESICK LAKE 80' hole at N. end,44.56306,-78.23639,12.0,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-02,Burleigh Falls Dam - Lower Buckhorn Lake
LOVESICK LAKE McCallum Island,44.55361,-78.22722,11.9,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-02,Burleigh Falls Dam - Lower Buckhorn Lake
LOWER BUCKHORN LAKE Deer Bay W-Buoy C267,44.56194,-78.30778,11.9,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-02,Burleigh Falls Dam - Lower Buckhorn Lake
LOWER BUCKHORN LAKE Deer Bay-centre,44.53389,-78.27250,12.1,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-02,Burleigh Falls Dam - Lower Buckhorn Lake
LOWER BUCKHORN LAKE Heron Island,44.55083,-78.27250,12.3,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-02,Burleigh Falls Dam - Lower Buckhorn Lake
Lower Etob US,43.65611,-79.62516,296.5,YES,,,12.54,NO,,,,,24.95,02HC,Humber - Don,Atlantic Ocean,02HC-01,Etobicoke Creek
Mayfield,43.73834,-79.81991,127.5,YES,,,7.85,NO,,,,,20.87,02HC,Humber - Don,Atlantic Ocean,02HC-01,Etobicoke Creek
Moira Lake:Kiwanis Boat Launch off Hwy 62 S of Madoc,44.47899,-77.46773,,,276.0,NO,5.00,YES,,,,,0.00,02HL,Moira,Atlantic Ocean,02HL-04,Moira Lake at Downey's Weir - Moira River
Moira River:Mouth of Moira River where it enters Bay of Quinte,44.16004,-77.38310,,,257.0,NO,6.00,NO,,,,,0.00,02HL,Moira,Atlantic Ocean,02HL-01,Palliser Creek - Moira River Outlet
Muscote Bay,44.09328,-77.30211,,,,,,,0.025,NO,,,0.00,0209,,Atlantic Ocean,029C-02,Telegraph Narrows - Bay of Quinte
Napanee River Mouth,44.19104,-77.03259,,,,,,,0.031,YES,,,0.00,0209,,Atlantic Ocean,029C-01,Aldophus Reach - Bay of Quinte
NIAGARA ON THE LAKE LIGHTHOUSE,43.25000,-79.06000,17.4,NO,,,,,0.011,NO,,,22.62,02HA,Niagara,Atlantic Ocean,02HA-01,Niagara River
NIAGARA RIVER AUTOMATIC DAILY STATION,42.93000,-78.91000,17.2,NO,,,,,0.010,NO,,,22.57,02HA,Niagara,Atlantic Ocean,02HA-01,Niagara River
Nonquon River:Nonquon River Environmental Education Centre,44.14603,-78.97149,,,663.0,YES,5.00,YES,,,,,0.00,02HG,Scugog,Atlantic Ocean,02HG-04,Nonquon River
Ottawa River:Remic Beach,45.40746,-75.74689,,,,,,,,,,,24.67,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-01,Chaudière Falls - Ottawa River
Picton Harbour on Lake Ontario:Picton Harbour at Mouth of Marsh Creek,44.00899,-77.13645,,,330.0,NO,5.00,YES,,,,,24.38,0209,,Atlantic Ocean,029C-01,Aldophus Reach - Bay of Quinte
Picton Harbour/Bay,44.01388,-77.13326,,,,,,,0.031,YES,,,0.00,0209,,Atlantic Ocean,029C-01,Aldophus Reach - Bay of Quinte
PIGEON LAKE C340-DeadHorseSho,44.52056,-78.50250,11.3,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-03,Pigeon Lake - Gannon Narrows
PIGEON LAKE Middle-SandyPtBoyd I,44.49944,-78.49972,11.1,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-03,Pigeon Lake - Gannon Narrows
PIGEON LAKE N end-Adjacent Con17,44.56861,-78.48528,11.0,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-03,Pigeon Lake - Gannon Narrows
PIGEON LAKE N300yds off Bottom I,44.56250,-78.51250,10.6,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-03,Pigeon Lake - Gannon Narrows
PIGEON LAKE N-400m N of Boyd Is.,44.55028,-78.50167,10.6,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-03,Pigeon Lake - Gannon Narrows
POINT EDWARD,43.00000,-82.41000,8.4,NO,,,,,,,,,22.45,02GG,Sydenham,Atlantic Ocean,02GGA01,Clay Creek - St. Clair River
Pond at McCauley Mountain Conservation Area:Birdhouse City Pond,44.00469,-77.12601,,,313.0,NO,6.00,NO,,,,,0.00,0209,,Atlantic Ocean,029C-01,Aldophus Reach - Bay of Quinte
PORT LAMBTON,42.65000,-82.50000,8.0,NO,,,,,,,,,22.13,02GG,Sydenham,Atlantic Ocean,02GGB01,Lake St. Clair Shoreline - St. Clair River
Salmon River Mouth,44.17399,-77.25723,,,,,,,0.022,NO,,,0.00,0209,,Atlantic Ocean,029C-02,Telegraph Narrows - Bay of Quinte
Spring Creek,43.68858,-79.66005,304.0,YES,,,12.12,NO,,,,,23.91,02HC,Humber - Don,Atlantic Ocean,02HC-01,Etobicoke Creek
ST. LAWRENCE RIVER (SOUTH CHANNEL),44.20000,-76.23000,,,,,,,,,,,21.13,02MA,Cataraqui,Atlantic Ocean,02MA-02,Lake of the Isles - St. Lawrence River
STONY LAKE Hamilton Bay,44.54500,-78.12194,10.4,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-01,Stony Lake - Katchewanooka Lake
STONY LAKE Mouse Is.,44.55306,-78.11611,10.7,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-01,Stony Lake - Katchewanooka Lake
Trent River Mouth,44.09777,-77.56866,,,,,,,0.018,NO,,,0.00,0209,,Atlantic Ocean,029C-02,Telegraph Narrows - Bay of Quinte
Tributary 3,43.66525,-79.66143,581.5,YES,,,12.40,NO,,,,,24.31,02HC,Humber - Don,Atlantic Ocean,02HC-01,Etobicoke Creek
Tributary 4,43.62791,-79.56774,296.5,YES,,,11.48,NO,,,,,21.05,02HC,Humber - Don,Atlantic Ocean,02HC-01,Etobicoke Creek
UPPER STONEY LAKE Crowes Landing,44.56444,-78.06639,7.8,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-01,Stony Lake - Katchewanooka Lake
UPPER STONEY LAKE Quarry Bay,44.58611,-78.05306,7.6,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-01,Stony Lake - Katchewanooka Lake
UPPER STONEY LAKE Young Bay,44.58111,-78.08472,7.9,NO,,,,,,,,,0.00,02HH,Kawartha Lakes,Atlantic Ocean,02HH-01,Stony Lake - Katchewanooka Lake
