OID_,gradient,modificati,modificat1,modified,monitoring,municipali,natureofev,entrancelo,provincete,nhnwatersh,fishpassty,operatingn,operatedby,architect,constructe,length_m,contracted,depth_m,designedon,elevationm,engineerin,estimateof,estimateo1,fishwayref,hasevaluat,knownnotus,latitude,longitude,maxfishway,meanfishwa,entrancepo,completele,operationp,plansheldb,purpose,rivernamee,rivernamef,nhnwaters1,completel1,cabd_id,dam_id,known_use,datasource,featuretyp,waterbodyn,waterbody1,yearconstr,entrancep1,entrancel1,provincet1,fishpasst1,structuren,structure1,PRPWSHID,NHN7DWSH,NHN4DWSH
230,0.000000000000000, ,0,0, ,"Annapolis, Subd. D",Evaluation of fish Passage,0,ns,Annapolis,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,44.930230000000002,-65.036609999999996,0.000000000000000,0.000000000000000,0,0, , , ,Mill Creek, ,01DC000, ,de639803-53bd-48e0-9771-b79cefab18ba, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/de639803-53bd-48e0-9771-b79cefab18ba,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01DC000,01DC
231,0.000000000000000, ,0,0, ,La Dorn, ,0,qc,Chamouchouane,9,"contact info

Denis Taillon, MRC Domaine du Roy info@domaineduroy.ca",MRC Domaine du Roy, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.661802229999999,-72.648434530000003,0.000000000000000,0.000000000000000,0,0, , , ,RiviDre aux Saumons,RiviDre aux Saumons,02RF000, ,e4284911-1587-49e9-b530-83bc5cfcc3c7, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e4284911-1587-49e9-b530-83bc5cfcc3c7,fishways, , ,0, , ,Quebec,Unknown,Chute 50,Chute 50, ,02RF000,02RF
232,3.300000000000000, ,0,0, ,"Division No. 23, Unorganized",Radio telemetry,1,mb,Lower Churchill (Man.) - Mouth,2, ,Manitoba Hydro, , ,0.000000000000000, ,0.000000000000000,0,1.800000000000000, ,0.000000000000000,0.000000000000000, ,1, ,58.677579549299999,-94.198350000000005,0.000000000000000,0.000000000000000,0,0, , , ,Churchill River, ,06FD001, ,f8d08d25-2f2e-4d01-abc3-764e6997c57d, ,"{""Arctic grayling (Thymallus arcticus)"",""Northern pike (Esox lucius)"",""Cisco (Coregonus artedi)"",""Lake whitefish (Coregonus clupeaformis)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/f8d08d25-2f2e-4d01-abc3-764e6997c57d,fishways, , ,1998, ,Midstream,Manitoba,Nature-like fishway,Churchill Weir Fishway, , ,06FD001,06FD
233,0.000000000000000, ,0,0, ,"Division No. 21, Unorganized", ,0,mb,Sturgeon-Weir,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,54.510047219999997,-101.466947200000007,0.000000000000000,0.000000000000000,0,0, , , ,Athapapuskow Lake outlet, ,05KG000, ,d6e574c6-22c2-482f-a6ac-4c98152b4e8c, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d6e574c6-22c2-482f-a6ac-4c98152b4e8c,fishways, , ,0, , ,Manitoba,Pool and weir,Athapapuskow Lake Outlet Dam, , ,05KG000,05KG
234,0.000000000000000, ,0,0, ,Whitehorse,radio telemetry,2,yt,Headwaters Yukon - Lake Laberge,3,Evaluation study involved 21 individual Chinook salmon released downstream or inside the fishway.,Yukon Energy, , ,366.000000000000000,Northern Canada Power Commission,0.000000000000000,0,15.000000000000000,Pool and weir design with both overlfow and orifice components,0.000000000000000,0.000000000000000, ,1, ,60.696390898099999,-135.041284421000000,0.000000000000000,0.000000000000000,2,0, , ,to pass Chinook salmon,Yukon River, ,09AB000, ,8fe181eb-b0eb-434e-b2c2-aebc0fd7850f, ,"{""Longnose sucker (Catostomus catostomus)"",""Arctic grayling (Thymallus arcticus)"",""Chinook salmon (Oncorhynchus tshawytscha)"",""Lake trout (Salvelinus namaycush)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8fe181eb-b0eb-434e-b2c2-aebc0fd7850f,fishways, , ,1956,Surface,Bank,Yukon,Pool and weir,Whitehorse Rapids, , ,09AB000,09AB
235,0.000000000000000, ,0,0, ,Arborg, ,0,mb,Icelandic,2,"At Arborg, Manitoba", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,50.905433842400001,-97.216358769699994,0.000000000000000,0.000000000000000,0,0, , , ,Icelandic River, ,05SC001, ,178d84b2-7228-4e7c-b210-33623c234362,d118d6f9-11b3-4a69-8434-398f42a21b3e, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/178d84b2-7228-4e7c-b210-33623c234362,fishways, , ,0, , ,Manitoba,Nature-like fishway,Arborg Dam Fishway, , ,05SC001,05SC
236,0.000000000000000, ,0,0, ,Sainte-Jeanne-d'Arc, ,0,qc,Lower Peribonca,9,fishway called Passe du Vieux Moulin,Federation Quebecoise de la Faune, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.864627929999997,-72.082283259999997,0.000000000000000,0.000000000000000,0,0, , , ,Rivirre Petite Peribonka,Rivirre Petite Peribonka,02RC000, ,5ae41af6-74b4-4846-bd41-12d4deb6c8b1,2aca6af5-c0b9-4d61-8158-e1b9191cf2e1, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5ae41af6-74b4-4846-bd41-12d4deb6c8b1,fishways, , ,0, , ,Quebec,Unknown,Barrage du Vieux Moulin,Barrage du Vieux Moulin, ,02RC000,02RC
237,0.000000000000000, ,0,0, ,"Division No. 21, Unorganized", ,0,mb,Sturgeon-Weir,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,54.540751625699997,-101.467206429000001,0.000000000000000,0.000000000000000,0,0, , , , , ,05KG000, ,5d226012-7da3-4817-b79f-86dd9b565adb,86ac2bd8-335e-442d-884e-4aa0a03f5dba, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5d226012-7da3-4817-b79f-86dd9b565adb,fishways, , ,0, , ,Manitoba,Unknown, , , ,05KG000,05KG
238,0.000000000000000, ,0,0, ,"Kings, Subd. D", ,0,ns,Gaspereau,3,There is no fish way at coordinates. There appears to be a downstream by pass. Large dam at the site., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.027541942299997,-64.396764102299997,0.000000000000000,0.000000000000000,0,0, , , ,Lumsden Pond, ,01DD000, ,5d81c30f-7063-4e22-b83e-5e25fdfc16d9,c526b1fd-36c8-4a31-9eb3-45d64cbc7e24, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5d81c30f-7063-4e22-b83e-5e25fdfc16d9,fishways, , ,0, , ,Nova Scotia,Pool and weir,Lumsden Dam, , ,01DD000,01DD
239,0.000000000000000, ,0,0, ,London, ,2,on,Upper Thames,6, , , , ,0.000000000000000, ,0.000000000000000,1,2.500000000000000,Katapodis 1992.  Introduction to Fishway Design,0.000000000000000,0.000000000000000, ,0, ,42.975572219999997,-81.246091669999998,0.000000000000000,0.000000000000000,0,0, , ,Expand migration of target fish,Thames River, ,02GD000, ,5d869a02-f261-4823-90d2-ee938357aea2,608e6c21-4bae-4c6f-8b74-a6c6c45c76de, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5d869a02-f261-4823-90d2-ee938357aea2,fishways, , ,0, ,Bank,Ontario,Vertical slot,Hunt Dam, ,ON-02GD-03,02GD000,02GD
240,0.000000000000000, ,0,0, ,Granby, ,0,qc,Yamaska,9,Rudimentary fishway built with wood constructed by a local fishermen's association, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.394616669999998,-72.739938890000005,0.000000000000000,0.000000000000000,0,0, , , ,Yamaska, ,02OG000, ,5d92c53c-2043-4ea6-901a-80287d1d4c07,a9b0adb8-f440-411b-afc2-a4b46f911619, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5d92c53c-2043-4ea6-901a-80287d1d4c07,fishways, , ,0, , ,Quebec,Unknown, , , ,02OG000,02OG
241,0.000000000000000, ,0,0, ,Loon Lake No. 561, ,0,sk,Central Beaver (Alta.-Sask.),9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,54.081908943599998,-109.201119219000006,0.000000000000000,0.000000000000000,0,0, , , , , ,06AD000, ,5e1fb312-a521-437a-8566-9d71e2d4f1a5,29f2b3d1-70f0-4ebc-8191-a9a2e7fd3101, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5e1fb312-a521-437a-8566-9d71e2d4f1a5,fishways, , ,0, , ,Saskatchewan,Unknown,Makwa Lake Control, , ,06AD000,06AD
242,0.000000000000000, ,0,0, ,Wood Buffalo, ,2,ab,Upper Slave,1, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,58.920827780000003,-111.181211099999999,0.000000000000000,0.000000000000000,0,0, , , ,Riviere des Rochers, ,07NA000, ,5e6c7111-359b-46ae-a597-00cf4a82e904,8bcb530d-0b2d-45a0-a220-78248c2531ed, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5e6c7111-359b-46ae-a597-00cf4a82e904,fishways, , ,1975, ,Bank,Alberta,Denil,Riviere des Rochers Weir - Denil, ,AB-24010101,07NA000,07NA
243,0.000000000000000, ,0,0, ,Cape Breton,Evaluation of fish Passage,0,ns,Mira,3,"The top baffle has been reinforced with more lumber. Railroad culvert flowing into stream directly downstream from fish way, shows signs of heavy metals possibly originating from Sysco property. There are two railroad bridges directly downstream that pos", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,46.168300000000002,-60.118400000000001,0.000000000000000,0.000000000000000,0,0, , , ,Northwest Brook, ,01FJ000, ,5edb565f-93f6-418d-a5dc-e78895c5c8d8,d8a89666-d7f6-4c67-a5ef-eba8b2c78a9e, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5edb565f-93f6-418d-a5dc-e78895c5c8d8,fishways, , ,0, , ,Nova Scotia,Pool and weir,Grand Lake Dam - Sydney, , ,01FJ000,01FJ
244,0.000000000000000, ,0,0, ,"Colchester, Subd. B", ,0,ns,John,3,The fish way is backwatered over the bottom baffle. The fourth baffle from the top of fish way has had the notch chewed out by beavers. There is a beaver hutt directly down stream from bottom baffle. There is a small beaver dam approximately 30 m downstr, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repairs & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,45.723863692899997,-63.414462845000003,0.000000000000000,0.000000000000000,0,0, , , ,Millard Creek, ,01DO000, ,5f20dadb-b5c2-4d86-8545-b83c806a2130,d066ed0e-cd61-443d-9dad-b1d9f05d0852, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/5f20dadb-b5c2-4d86-8545-b83c806a2130,fishways, , ,2015, , ,Nova Scotia,Pool and weir, , , ,01DO000,01DO
245,5.000000000000000, ,0,0, ,Toronto, ,0,on,Humber - Don,2,Owned by the Toronto Region Conservation Authority, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,43.691131174399999,-79.360230401899997,0.000000000000000,0.000000000000000,0,0, , , ,Don River, ,02HC000, ,609b1dfd-b819-47fb-98eb-e21c941733cb,a000f921-238a-4410-979f-d937dbefe0ec, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/609b1dfd-b819-47fb-98eb-e21c941733cb,fishways, , ,1998, , ,Ontario,Nature-like fishway,Pottery Road North Riffles, ,ON-02HC-06,02HC000,02HC
246,0.000000000000000, ,0,0, ,Saint-Marcellin, ,0,qc,Rimouski,9,"On Riviire Lunette (bassin versant de la riviere Neigette)

contact info CEHQ Zec Bas-Saint-Laurent",Centre d?expertise Hydrique du Qutbec, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.310867620000003,-68.310945820000001,0.000000000000000,0.000000000000000,0,0, , , ,Rivirre Lunette,Rivirre Lunette,02QA001, ,62e3fbe9-23cc-4059-b5b7-333642043360,9b4390cf-3969-425e-9f11-b8917b6bd1fc, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/62e3fbe9-23cc-4059-b5b7-333642043360,fishways, , ,0, , ,Quebec,Unknown,Barrage du Lac Lunette,Barrage du Lac Lunette, ,02QA001,02QA
247,0.000000000000000, ,0,0, ,"Colchester, Subd. C",Evaluation of fish Passage,0,ns,Shubenacadie,3,Fish way flows into culvert which flows under private road. Baffles jammed with beaver debris and cleared during assessment. High flow during assessment. Debris placed on bank. No baffles in culvert however very little slope and backwatered all the way t, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & Requires Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.141720081700001,-63.157465287299999,0.000000000000000,0.000000000000000,0,0, , , ,Davis Lake Brook, ,01DG000, ,6401e826-3fa0-4d3c-9434-2226b8438d55,e5e14d0b-2d1c-4e33-a06b-14a32a9775ef, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6401e826-3fa0-4d3c-9434-2226b8438d55,fishways, , ,0, , ,Nova Scotia,Pool and weir,Davis Lake Dam, , ,01DG000,01DG
248,0.000000000000000, ,0,0, ,Caledon, ,0,on,Humber - Don,2,"Owned by the Toronto Region Conservation Authority.

Bolton, Ontario", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,43.882386756800003,-79.736264830699994,0.000000000000000,0.000000000000000,0,0, , , ,Humber River, ,02HC000, ,642f5476-869b-428e-89d9-fddfba74ff57,376ea5de-3aee-4da0-aaa3-17c1ced7560d, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/642f5476-869b-428e-89d9-fddfba74ff57,fishways, , ,0, , ,Ontario,Nature-like fishway,McFall Dam Fishway, ,ON-02HC-04,02HC000,02HC
249,0.000000000000000, ,0,0, ,The Blue Mountains, ,0,on,Southwest Georgian Bay,3,"Continuous flow with seasonal operations

Fish passage can be blocked, approximately 2500 rainbow trout (Onchorhyncus mykiss) move above the dam during the spring and fall. Approximately 1500 chinook salmon (Onchorhyncus tshawytscha) use the fishway duri",MNR staff and volunteers, , ,0.000000000000000, ,0.000000000000000,0,10.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.561383015700002,-80.451456115799999,0.000000000000000,0.000000000000000,0,0, , , ,Beaver River, ,02FB000, ,6491b6a0-af86-4dad-bdff-e8fece60ddd0,08de711f-35b5-4536-bf37-513e9fd7677f, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6491b6a0-af86-4dad-bdff-e8fece60ddd0,fishways, , ,0, , ,Ontario,Pool and weir,Thornbury Dam fishway, ,ON-02FB-01,02FB000,02FB
250,0.000000000000000, ,0,0, ,Dauphin, ,0,mb,Mossy,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,51.440045217200002,-99.951372882399994,0.000000000000000,0.000000000000000,0,0, , , ,Mossey River, ,05LJ000, ,6509477b-9774-4b41-b742-a80cb81ad45f,77e66ef7-d6bc-4e84-a8f6-afafe23f0213, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6509477b-9774-4b41-b742-a80cb81ad45f,fishways, , ,0, , ,Manitoba,Pool and weir,Dauphin Lake Outlet Dam, , ,05LJ000,05LJ
251,0.000000000000000, ,0,0, ,Chambly,eel counter,0,qc,Richelieu,7, ,Hydro-Quubec, ,Milieu Inc.,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,45.445161717399998,-73.261814619899994,0.000000000000000,0.000000000000000,0,0, , , , , ,02OJ000, ,6546f0dd-fdb2-4e07-ab09-ec8b7a87a41c,46d4bd0d-9a56-45bc-a6c0-ab2c023b4082,{""American eel (Anguilla rostrata)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6546f0dd-fdb2-4e07-ab09-ec8b7a87a41c,fishways, , ,2001, , ,Quebec,Other,Chambly Dam,"Chambly, Barrage de", ,02OJ000,02OJ
252,0.000000000000000, ,0,0, ,"Cumberland, Subd. B", ,0,ns,Maccan,3,There was not a fish way at coordinates. There is a concrete run with out baffles and an outflow from of approximately 50 cm. There is an approximate drop of 40 cm in the middle of the structure. This structure is a total barrier., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.716617217400000,-64.264320288999997,0.000000000000000,0.000000000000000,0,0, , , , , ,01DL000, ,657c1812-9f16-4b52-a5ff-49a766899106,0574c9f5-9509-4da7-b18b-7303c2fdc111, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/657c1812-9f16-4b52-a5ff-49a766899106,fishways, , ,0, , ,Nova Scotia,Pool and weir,Lr. Maccan Meadow, , ,01DL000,01DL
253,21.800000000000001, ,0,1, ,Halton Hills, ,0,on,Credit - 16 Mile,1, , , , ,8.400000000000000, ,0.000000000000000,0,1.100000000000000, ,0.000000000000000,0.000000000000000, ,0, ,43.648602891199999,-79.859658655499999,0.000000000000000,0.000000000000000,0,0, , , , , ,02HB000, ,6654d4f2-ca5a-462b-8b34-e6738aab485c,8c7fe8c2-0890-4d65-884c-ec8087368800,"{""Atlantic salmon (Salmo salar)"",""Sea trout (Salmo trutta)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6654d4f2-ca5a-462b-8b34-e6738aab485c,fishways, , ,1980, , ,Ontario,Denil,Norval Fish Ladder (Julian Reed Dam), ,ON-02HB-05,02HB000,02HB
254,0.000000000000000,improve passage,2004,1, ,Comox Valley C (Puntledge - Black Creek), ,0,bc,South Central Vancouver Island,4,Fishway type is ""Brailer"",BC hydro, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,49.664944439999999,-125.094149999999999,0.000000000000000,0.000000000000000,0,0, , ,Upstream passage of fish,Puntledge River, ,08HB0X3, ,669a754c-92f5-4cc8-997d-c111f11920e2,08933020-0c8c-4e01-baff-a0b6920ba1c1, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/669a754c-92f5-4cc8-997d-c111f11920e2,fishways, , ,1971, , ,British Columbia,Pool and weir with hole,Comox Diversion Dam, ,BC_34,08HB0X3,08HB
255,0.000000000000000, ,0,0, ,Norfolk County, ,0,on,Big (Ont.),3,Delhi Ontario, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,42.852272220000003,-80.512341669999998,0.000000000000000,0.000000000000000,0,0, , , ,Big Creek, ,02GC000, ,67166857-7e41-4ee7-8311-3e56ded52888,4780a6a6-314d-4ff1-bbe6-70e67b7a48dd, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/67166857-7e41-4ee7-8311-3e56ded52888,fishways, , ,0, , ,Ontario,Pool and weir,Lehman Dam, ,ON-02GC-04,02GC000,02GC
256,0.000000000000000, ,0,0, ,Morris-Turnberry, ,0,on,Maitland,1,"Private Ownership, water flow can be cut off to block fishway, however, many fish can still get past under the dam

Photo Credit (MNR photo)",Volunteers from Maitland Valley Anglers, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,43.854366669999997,-81.250511110000005,0.000000000000000,0.000000000000000,0,0, ,Maitland Valley Anglers Inc. and MNR,allow fish to traverse a mill dam,Maitland River, ,02FE000, ,6ac660fa-28f4-4c9c-a42f-13de0e5c93a4,3322a3e8-cd4c-47c5-a92c-b5562d3291e1, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6ac660fa-28f4-4c9c-a42f-13de0e5c93a4,fishways, , ,0, , ,Ontario,Denil,Bluevale Dam, ,ON-02FE-07,02FE000,02FE
257,0.000000000000000, ,0,0, ,Yamaska, ,0,qc,Yamaska,9,"near Sorel

Technical report

Lepage et Gplinas 1998

contact info

Philippe Brodeur, Martin Leveill4, MRNF",QMNRF, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,46.080324870299997,-72.950572819200005,0.000000000000000,0.000000000000000,0,0, , , ,Baie Lavalliere, ,02OG000, ,6d9e3d6d-89d3-4ffa-a2a3-5b8d789b5ba1,5f0307c5-2f2e-44e2-bbff-4fa91ec05ebb, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6d9e3d6d-89d3-4ffa-a2a3-5b8d789b5ba1,fishways, , ,1994, , ,Quebec,Unknown,Baie de Lavalliere,Baie de Lavalliere, ,02OG000,02OG
258,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,Musquodoboit,3,Structual issues apparent. Debris in top two baffles. Beaver activity and issue. Evidence of maintenance occuring (brush pile next to fishway exit). Bridge immediately downstream appears to be passable. 2nd and 4th baffle from the exit have blown out and, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repair & Requires Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.715095892400001,-63.468031112799999,0.000000000000000,0.000000000000000,0,0, , , ,Little Salmon River, ,01EK000, ,6df531f0-07e4-4a5a-909f-97f8c25c063f,e01edae8-8658-44a2-86a2-0f718242b1b1, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6df531f0-07e4-4a5a-909f-97f8c25c063f,fishways, , ,0, , ,Nova Scotia,Pool and weir,Lake Major Dam, , ,01EK000,01EK
259,0.000000000000000, ,0,0, ,"Division No. 21, Unorganized", ,0,mb,Central Saskatchewan - Lower Carrot,6,GPS coordinates may not be accurate, , ,Ducks Unlimited Canada,0.000000000000000, ,0.000000000000000,0,1.200000000000000, ,0.000000000000000,0.000000000000000, ,0, ,54.000433330000000,-101.359183299999998,0.000000000000000,0.000000000000000,0,0, , , ,Rocky Creek, ,05KH000, ,6f605df3-9eac-44e5-a713-e58c84e9bd12,10a3243d-b434-46a0-8263-b0a6513f89a2, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6f605df3-9eac-44e5-a713-e58c84e9bd12,fishways, , ,1991, , ,Manitoba,Vertical slot,Rocky Creek Control Dam, , ,05KH000,05KH
260,0.000000000000000, ,0,0, ,"Kings, Subd. A", ,0,ns,LaHave,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.763888999999999,-64.730000000000004,0.000000000000000,0.000000000000000,0,0, , , , , ,01EF000, ,7266d961-a0d4-491f-b498-da3e05b5b5b2,0b046bee-d8ad-4bc4-8a72-2fd2cbc06967, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7266d961-a0d4-491f-b498-da3e05b5b5b2,fishways, , ,0, , ,Nova Scotia,Unknown,Armstrong Meadow Fishway, , ,01EF000,01EF
261,0.000000000000000, ,0,0, ,Lunenburg, ,0,ns,Medway,2,Seine net just above runaround exit. Dam structure unsound. Fishway Plans Availiable., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repair & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,44.262157000000002,-64.485077000000004,0.000000000000000,0.000000000000000,0,0, , , ,Petite Rivipre, ,01EE000, ,73471941-3375-4109-aaee-531e3f887ed6,7d407014-cb0a-4f05-b522-e7f979f423a4, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/73471941-3375-4109-aaee-531e3f887ed6,fishways, , ,2018, , ,Nova Scotia,Nature-like fishway,Petite Riviere Dam/Crousetown Mill, , ,01EE000,01EE
262,0.000000000000000, ,0,0, ,Lunenburg,Evaluation of fish Passage,0,ns,Medway,3,The downstream by-pass empties on to shallow water and boulders which could be causing fatalaties. There has been grating installed preventing fish migration during our assessment. There is a fish trap that was not being used at the time of our assessmen, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.351708516499997,-64.546746145499995,0.000000000000000,0.000000000000000,0,0, , , ,Petite Riviere, ,01EE000, ,73fe062d-29a9-41df-b9fc-89c9d8bfae4c,f28366fe-315d-44e4-b134-16ea6b1e0d28, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/73fe062d-29a9-41df-b9fc-89c9d8bfae4c,fishways, , ,0, , ,Nova Scotia,Pool and weir,Hebbville Dam, , ,01EE000,01EE
263,0.000000000000000, ,0,0,PIT array,Saint-Roch-de-Richelieu,"PIT tags, ongoing",0,qc,Richelieu,7, , , , ,0.000000000000000, ,0.000000000000000,1,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,45.863081004599998,-73.149846425000007,0.000000000000000,0.000000000000000,0,0, , ,To help endangered species pass the dam, , ,02OJ000, ,76d6ae8c-2893-42ef-be31-fed8312029bc,5d278718-81a9-4f67-918e-8a27067300e5,{""American eel (Anguilla rostrata)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/76d6ae8c-2893-42ef-be31-fed8312029bc,fishways, , ,2001, , ,Quebec,Other,Saint-Ours Dam Eel Ladder, , ,02OJ000,02OJ
264,0.000000000000000, ,0,0, ,Haldimand County, ,0,on,Lower Grand,3, ,GRCA, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Step-pool design with wooden baffles,0.000000000000000,0.000000000000000, ,0, ,43.072567524000000,-79.960944268600002,0.000000000000000,0.000000000000000,0,0, , , , , ,02GB000, ,7de0c19d-2202-40fa-9140-e96cd2c8fa30,97f87679-06f9-406e-8f3c-babb3b7796d8,"{""Walleye (Sander vitreus)"",""Rainbow/steelhead trout (Oncorhynchus mykiss)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7de0c19d-2202-40fa-9140-e96cd2c8fa30,fishways, , ,1980, , ,Ontario,Pool and weir,Caledonia Fishway, ,ON-02GB-03,02GB000,02GB
265,12.000000000000000, ,0,0, ,Fairford (Part) 50,velocity study and fishway debris blockage study - velocity at fishway exit would pose a barrier to fish passage under majority of operating conditions,2,mb, ,1, , , , ,5.000000000000000, ,0.000000000000000,0,2.300000000000000, ,0.000000000000000,0.000000000000000, ,1, ,51.587741670000000,-98.727805559999993,0.000000000000000,0.000000000000000,0,0, , , ,Fairford River, ,05L1001, ,7fa6f7be-a151-46b2-ae9f-cadcb72683c9,178c4bc0-5a2f-488f-b4dd-c95d957b7036,"{""White sucker (Catostomus commersonii)"",""Walleye (Sander vitreus)"",""Sauger (Sander canadensis)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7fa6f7be-a151-46b2-ae9f-cadcb72683c9,fishways, , ,1983, ,Bank,Manitoba,Denil,Fairford Dam, , ,05L1001,05L1
266,0.000000000000000, ,0,0, ,Saint-Hyacinthe, ,0,qc,Yamaska,9,Fishway has been non operational for a number of years but is required when the dam was retrofitted in 2011, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.621983565100003,-72.949881770100006,0.000000000000000,0.000000000000000,0,0, , , ,Yamaska, ,02OG000, ,7fdaf954-1ca1-404e-88e2-7bf636f7fd48,f96eb12b-48f6-43ff-a486-c455ff23c70d, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7fdaf954-1ca1-404e-88e2-7bf636f7fd48,fishways, , ,1994, , ,Quebec,Unknown,Barrage Penman's (X005775),Barrage Penman's (X005775), ,02OG000,02OG
